RecipeId,Name,RecipeIngredientParts,RecipeInstructions,Images
1659.0,Japanese Cabbage Salad with Chicken,"['sesame seeds', 'head of cabbage', 'green onions with tops', 'chicken breast', 'vinegar', 'sugar', 'salt', 'pepper']","1. Toast sesame seed and almonds in oven until light brown.
2. Combine with remaining ingredients.
3. Dressing:
4. Mix all ingredients together and pour over salad mixture; toss lightly.
5. Chill overnight. This recipe doubles easily, ham or turkey can be substituted for chicken.",
1660.0,Japanese Cabbage Salad,"['chicken breast', 'sesame seeds', 'head of cabbage', 'green onions', 'sugar', 'salt', 'accent seasoning', 'black pepper', 'rice vinegar']","1. Mix together dressing ingredients.
2. Saute sesame seed, almonds and noodles in 2 tablespoons oil until brown.
3. Drain.
4. Mix together the rest of ingredients.
5. Add dressing and let stand overnight.",
1662.0,Diabetic Carrot-Raisin Salad,"['carrots', 'unsweetened pineapple', 'raisins', 'plain low-fat yogurt']","1. Combine carrots, pineapple and raisins; mix well.
2. Chill for 2 to 3 hours.
3. Stir in yogurt and serve on lettuce leaf, if desired.
4. Serving may be exchanged for 1 fruit and 1 vegetable.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picSxaxHK.jpg"
1684.0,Shepherd's Pie,"['onion', 'carrot', 'lean beef', 'mixed herbs', 'cornflour', 'potatoes', 'butter']","1. Heat the oil n a large frypan and add the onion and carrot. Cook for 3 minutes or until onion and carrot are softened.
2. Add the meat and cook for 3 minutes.
3. Stir in the herbs, seasoning, and most of the stock.
4. Blend the cornflour with a little cold water, stir in the remaining stock then add to the pan.
5. Bring to a boil, stirring until thickened.
6. Transfer the mixture to a warmed pie dish.
7. Mash the potatoes with half the butter and season well.
8. Cover the meat well with the mashed potatoes and mark furrows with a fork.
9. Dot small pieces of the remaining butter over the top and bake in an oven, preheated to 400 for about 15 minutes or until the top is brown",
1693.0,Meatballs in BBQ Sauce,"['quick-cooking oatmeal', 'evaporated milk', 'onion', 'salt', 'eggs', 'pepper', 'chili powder', 'garlic powder', 'catsup', 'brown sugar', 'liquid smoke', 'garlic powder', 'onion']","1. Lightly mix ground beef, oats, evaporated milk, 1 cup onion, eggs, chili powder, salt, pepper and garlic powder.
2. Shape into 1-1/2 inch balls and place in single layer in two 9x13 baking dishes.
3. Combine catsup, brown sugar, liquid smoke and garlic powder.
4. Stir in 1/2 cup of onion.
5. Pour over meatballs.
6. Bake at 350°F for 1 hour.
7. These are wonderful and freeze very well.",
1696.0,Pecan Blondies With Browned Butter Frosting,"['sugar', 'brown sugar', 'butter', 'vanilla', 'eggs', 'flour', 'baking powder', 'salt', 'pecans', 'butter', 'powdered sugar', 'vanilla', 'milk', 'pecan halves']","1. Bars: Heat oven to 350 degrees.
2. Grease a 13x9\
3. ,
4. ,
5. ,
6. ,
7. ,
8. ,
9. ,
10. ,
11. ,
12. ,
13. ,
14. ,",
1699.0,Pecan Supremes,"['flour', 'baking soda', 'salt', 'quick-cooking oats', 'dark brown sugar', 'sugar', 'butter', 'eggs', 'vanilla extract', 'pecans']","1. Preheat oven to 300 degrees.
2. In a med. bowl combine flour, baking soda, salt and oats.
3. Mix well and set aside. In a large bowl blend sugars with an electric mixer at med. speed.
4. Add butter and mix to form a grainy paste. Add eggs and vanilla.
5. Beat at med. speed until light and fluffy.
6. Add flour mixture, pecans and chocolate chips and blend at low speed just until combined.
7. Do not overmix.
8. Drop dough by rounded tablespoons onto ungreased cookie sheets, 1 1/2\
9. ,",
1705.0,Pumpkin Butter,"['pumpkin', 'sugar', 'honey', 'cinnamon', 'allspice', 'salt']","1. Split pumpkin in half.
2. Discard seed.
3. Bake in 400 degrees oven for about 1 hour.
4. Remove peel and discard.
5. Puree pulp through food mill or in a blender or processor.
6. Pour puree into pot and bring to a boil over medium heat. Stirring frequently, boil until thickened, about 10 to 20 minutes.
7. When puree will mound slightly on spoon, measure. Use no more than 4 cups of puree. Stir in remaining ingredients.
8. Simmer uncovered until thick enough to spread; should pass the plate test. (Place a spoonful on chilled plate and place in freezer for 1 minute, there should be no watery ring around the mound.
9. Draw your finger through the middle, it should retain its shape and not become liquid. Once you have reached this state, you are done. Refrigerate or use as desired.",
1708.0,Carrot Marmalade,"['carrots', 'orange', 'lemon', 'water', 'sugar']","1. Cook 2 cups ground carrots with juice of 1 orange and 1 lemon; grate both rinds.
2. Add 3/4 cup water and 4 cups sugar, simmer slowly 30 minutes.
3. Pour in jelly glasses and seal.",
1712.0,Acorn Magic Delights,"['butter', 'margarine', 'brown sugar', 'pecans', 'all-purpose flour', 'baking powder', 'vanilla extract']","1. Melt the butter or margarine over low heat. In a large bowl, beat together butter, brown sugar, 3/4 cup chopped pecans, and vanilla until well blended.
2. Add flour and baking powder and mix well.
3. Shape dough into 1-inch balls.
4. Slightly flatten by pressing balls onto ungreased cookie sheets; pinch tops to point to resemble acorns.
5. Bake for 10 to 12 minutes at 375 degrees F ( 190 degrees C). Remove from oven and cool on wire racks.
6. In top of a double boiler melt chocolate chips, stirring until smooth.
7. Remove from heat; keep chocolate warm over water in the double boiler.
8. Dip large ends of cooled cookies into melted chocolate, then roll in remaining 3/4 cup chopped pecans.
9. Cool to set chocolate.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/12/pic0QxN8A.jpg"
1713.0,Butter Pecan Cookies II,"['butter', 'margarine', 'brown sugar', 'egg', 'all-purpose flour', 'salt', 'pecan halves']","1. In a large bowl, cream butter, brown sugar; add egg and mix until well blended.
2. Slowly add flour and salt and mix well.
3. Cover and refrigerate for at least one hour.
4. Preheat oven to 375°F.
5. Roll 1-inch pieces of dough into balls and place 2-inches apart on cookie sheets.
6. Flatten balls with the bottom of a glass dipped in flour.
7. Press a pecan into top of dough.
8. Bake 10 to 12 minutes until lightly colored.",
1716.0,Coconut Bread,"['all-purpose flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'eggs', 'vanilla', 'buttermilk', 'coconut', 'walnuts']","1. Combine flour, bak ing powder, soda, and salt. Set aside. In a large bowl, combine sugar, oil, eggs, and vanilla.
2. Add dry ingredients alternately with buttermilk.
3. Stir just until moistened.
4. Fold in coconuts and walnuts.
5. Pour into three PAM sprayed small loaf pans.
6. Bake in preheated 300 degree oven on lowest rack for about 30-35 minutes or until toothpick comes out clean.",
1717.0,Coconut Bread II,"['flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'eggs', 'buttermilk', 'coconut', 'walnuts']","1. Combine flour, baking powder, baking soda and salt; set aside. In a large bowl combine sugar, oil, eggs and coconut extract. Add dry ingredients alternately with buttermilk; stir just until moistened.
2. Fold in coconut and nuts.
3. Pour into two greased and floured 8 1/2 x 4 1/2 x 2 1/2 inch loaf pans.
4. Bake at 325~F. for 1 hour or until breads test done.
5. Cool 10 minutes in pans before removing to a wire rack to cool completely.",
1719.0,Peppered Cheddar Muffine,"['all-purpose flour', 'sugar', 'baking powder', 'salt', 'pepper', 'sharp cheddar cheese', 'milk', 'egg']","1. Stir together first 6 ingredients in a large bowl; make a well in center of mixture. Stir together milk, egg, and vegetable oil until blended.
2. Add to dry ingredients, stirring just until moistened.
3. Spoon batter into greased muffin pans, filling 2/3 full.
4. Bake at 400 F.
5. for 18 - 20 min.
6. or until tops are golden brown.
7. Cool muffins in pans 2 min.; remove from pans, and serve. Yield: 1 doz.",
1721.0,Lemon Crumb Bars,"['butter', 'margarine', 'egg', 'sweetened condensed milk', 'lemon juice']","1. Preheat oven to 350°F.
2. In large bowl, heat cake mix, margarine and 1 egg with mixer until crumbly.
3. Stir in saltine crumbs.
4. Reserving 2 cups of crumb mixture, press remaining crumbs into bottom of greased 13x9 baking pan.
5. Bake 20 minutes.
6. With mixer or wire whisk, beat 3 egg yolks, sweetened condensed milk and lemon juice. Spread over prepared crust. Top with reserved crumb mixture. Bake 25 minutes or until set. Cool.
7. Cut into bars. Store covered in refrigerator.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/21/picbMraz2.jpg"
1722.0,Baked Cucumbers,"['cucumbers', 'butter', 'fresh pepper', 'salt']","1. Place 1 layer of cucumbers on a baking dish.
2. Dab the cucumbers with the butter.
3. Add some water to barely cover the cucumbers.
4. Mix all seasonings into a small dish.
5. Add 1/2 of the seasonings to the first layer.
6. Next, make a second layer--repeating w/ the butter and seasonings.
7. Bake uncovered in a 400° oven for 1 hour.
8. During the first 30 minutes, rotate the bottom layer to the top and put the second layer to the bottom and finish off for the second 30 minute increment.",
1725.0,Date Loaf Candies,"['sugar', 'dates', 'walnuts', 'milk', 'butter', 'vanilla']","1. In a medium sauce pan, mix sugar, dates, butter and milk.
2. Cook for 10 - 15 minutes.
3. Remove from heat and add walnuts, and vanilla.
4. Beat until it thickens.
5. Pour onto a cleaned dish towel (NOT TERRY CLOTH). Make sure the towel is wet but not soaking wet--little over damp. Roll it lengthwise and put into fridge until it has completely cooled.
6. Unroll the wrap and slice.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/25/1725.jpg"
1731.0,Steak and Kidney Pie,"['onions', 'flour', 'salt', 'black pepper', 'worcestershire sauce', 'bay leaf', 'milk']","1. Trim the beef to remove all the fat. Skin and remove the core from the kidneys and chop into small pieces.
2. Brown the beef and kidneys in hot oil.
3. Add the onions and cook 5 minutes.
4. Stir in the flour and add the stock gradually.
5. Season with salt and pepper.
6. Add sauce and bay leaf.
7. Transfer to a saucepan, cover and simmer 1 1/2 hours until b eef is tender.
8. Transfer to the pie dish.
9. Top steak and kidney with the pastry.
10. Cut a design deeply into the pastry to allow the steam to escape. Brush with egg yolk and milk glaze. Bake at 180 C for 35 minutes until the beef is hot and the pastry is golden brown.",
1746.0,Rosy Applesauce,"['apples', 'sugar', 'vanilla extract', 'cinnamon', 'cinnamon stick']","1. Cut unpeeled but cored apples into chunks, place in large sauce pan.
2. Add 1/2 inch of water.
3. Stir in sugar, vanilla and cinnamon.
4. Heat to boiling, reduce to low and simmer, covered, until apples soften (about 30 min.) Press through a fine sieve or the fine disc of a food mill.
5. Taste and adjust seasoning.
6. Refrigerate.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/46/picFWqOQC.jpg"
1750.0,Hainanese Chicken Rice,"['chicken', 'water', 'ginger', 'salt', 'garlic cloves', 'celery', 'salt', 'red chilies', 'garlic cloves', 'ginger', 'sugar', 'vinegar', 'fish sauce', 'salt']","1. Pound ginger and rub all over chicken.
2. Boil water, add chicken and boil for 15 minutes, cover pot tightly and turn heat off and let it cook slowly for 1 hour.
3. Turn on flame again, when it start to boil take out chicken and rinse it under cold water, then set aside Wash rice and drai n.
4. Heat oil and fry garlic and celery for 2 minutes.
5. Add rice and stir until rice is covered with oil.
6. Pour in broth and reduce heat to cook.
7. Mix all the sauce ingredients together to make sauce.",
1753.0,Almond Chicken,"['chicken breasts', 'cornstarch', 'salt', 'light soy sauce', 'cornstarch', 'chinese wine', 'sherry wine', 'water']","1. Marinate chicken for 20 minutes, drain and set aside.
2. Mix chopped almonds with corn starch.
3. Beat egg white and dip in chicken.
4. Preheat oil to 350F in a deep fryer or large saucepan.
5. Roll chicken pieces in cornstarch mixture and deep fry until golden brown.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/53/picnHTdB3.jpg"
1760.0,Chao Ga (Arroz Caldo),"['chicken', 'garlic', 'onion', 'ginger', 'rice', 'water', 'fish sauce', 'green onions']","1. Heat oil and fried garlic, remove set aside. Add onion and ginger and fry for 1 minute. Add chicken and fry until chicken is golden brown.
2. Return 1/2 of fried garlic to pot and all ingredients except green onions and simmer for 45 minutes.
3. Serve garnished with fried garlic and green onions.
4. Vietnamese Style: 2 lbs. chicken, breasts and legs only 1 onion, cut in half 1 tsp. grated ginger 1 tsp. salt 2 1/2 cups rice, roasted 1/2 cup rau ram or coriander, chopped 4 green onions, chopped 6 pieces of dau chao quay, sliced 6 cups of water (more if necessary) Pepper, fish sauce to taste Fresh sprouts G rounded fresh red chilies Toast the rice and set aside. Boil the chicken with water, salt and ginger. When well done remove chicken and pour roasted rice into the pot and simmer for 50 to 60 minutes. Remove bone from chicken and shred the meat. To serve, put green onions, chopped rau ram or coriander and sprouts in bottom of the bowl and pour hot soup over so that the onions and herb are half cooked. Eat with sliced dau chao quay and add fish sauce, pepper or red chilies to taste.",
1770.0,Chicken with Mushrooms,"['chicken breasts', 'olive oil', 'onion', 'garlic', 'button mushrooms', 'sherry wine', 'lemon juice']","1. Divide the chicken breasts into two natural fillets. Place each between two sheets of plastic wrap and flatten to a thickness of 1/4 inch with a rolling pin.
2. Cut into 1 inch diagonal strips.
3. Heat the 2 tablespoons of the oil in a large frying pan and cook the onion and crushed garlic slowly until tender.
4. Add the mushrooms and cook them for another 5 minutes; remove and keep warm.
5. Increase the heat and add the reamining oil and fry the chicken very quickly, in small batches, for 3 to 4 minutes, until lightly colored.
6. Season each batch with a little salt and freshly ground black pepper.
7. Remove and keep warm on a plate while frying the rest of the chicken.
8. Add the sherry and lemon juice to the pan and quickly return the chicken, onions, garlic and mushrooms, stirring to coat.
9. Stir in the cream and bring to a boil.
10. Adjust the seasonings to taste.
11. Serve and enjoy.",
1771.0,Chicken Fritada,"['chicken', 'garlic', 'onion', 'tomatoes', 'salt', 'pepper', 'water', 'new potato', 'green pepper']","1. Heat oil and fry garlic and onion.
2. Add chicken and fry until brown.
3. Add tomatoes, salt, pepper and water.
4. Simmer for 20 minutes.
5. Add potatoes and simmer for 10 minutes, then add red and green peppers and finish cooking.",
1773.0,Chicken in Tomato Gravy,"['chicken', 'tomato sauce', 'red italian tomatoes', 'green chilies', 'salt', 'sugar', 'lime juice', 'onion', 'red chilies', 'pepper']","1. Blend spices until fine. Heat oil and fry chicken until brown.
2. Remove chicken and fry spices for 2 minutes.
3. Add tomato sauce, tomatoes, chilies, salt, sugar and lime juice and stir for 3 minutes.
4. Add chicken, coconut juice and simmer for 20 minutes or until liquid is reduced to a thick gravy.",
1778.0,Chicken Chasseur,"['olive oil', 'chicken thighs', 'leek', 'onion', 'dry white wine', 'whole tomatoes', 'garlic cloves', 'mushrooms', 'fresh thyme', 'fresh rosemary', 'flour', 'salt', 'black pepper']","1. Heat oil , add chicken and brown for 5 minutes.
2. Take chicken out of pan then add leek and onion and saute for 1 minute. Add the flour and cook for 30 seconds.
3. Then add wine and tomatoes.
4. Bring the mixture to a boil then stir in garlic, mushrooms, thyme, rosemary, salt and pepper. Return chicken to the pan, reduce heat to low and cook for 30 minutes.
5. When chicken is tender, sprinkle the tarragon on top and mix it in .","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/78/picHjXGaO.jpg"
1780.0,Buttermilk Cornbread,"['yellow cornmeal', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'buttermilk', 'egg']","1. Preheat oven to 450°F.
2. Heat oil in an 8\
3. ,
4. ,
5. ,
6. ,","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/80/R5CnOpECQsCYgDRpWJlf_corn%20biscuits.JPG"
1797.0,Braised Duck with Onion,"['duck', 'salt', 'black soy sauce', 'brandy', 'garlic', 'onions', 'water', 'cornstarch']","1. Rub duck with salt, soy sauce, brandy and garlic and marinate for 30 minutes.
2. Heat oil and fry sliced onions until soft but not brown, remove. Add duck and brown all over.
3. Put back onion, add water, cover and simmer for 1 hour, add marinade and simmer for 20 minutes more or until duck is tender.
4. Dissolve cornstarch with a little water and add to gravy.
5. Boil until gravy thickens and serve duck whole with gravy in sauce boat.",
1799.0,Caramel Topped Pecan Cheesecake,"['graham cracker crumbs', 'butter', 'sugar', 'cream cheese', 'brown sugar', 'eggs', 'vanilla extract', 'flour', 'pecans', 'brown sugar', 'heavy cream', 'butter']","1. Preheat oven to 375F.
2. For the crust, place the cracker crumbs,
3. butter and sugar in a small bowl, and toss with a fork.
4. Press mixture over the bottom of a 9\
5. ,
6. ,
7. ,
8. ,
9. ,
10. ,
11. ,
12. ,
13. ,
14. ,
15. ,
16. ,
17. ,
18. ,
19. ,
20. ,
21. ,
22. ,",
1807.0,Kung Pao Chicken,"['skinless chicken breasts', 'sherry wine', 'cornstarch', 'water', 'soy sauce', 'cornstarch', 'sugar', 'gingerroot', 'garlic', 'green onion', 'peanuts', 'rice']","1. Rinse chicken and pat dry.
2. Cut into 3/4 inch pieces.
3. In a medium bowl, stir together chicken, sherry and 1 teaspoon cornstarch.
4. Let stand for 15 minutes.
5. For sauce, in a small bowl, stir together water, soy sauce, 4 teaspoons cornstarch, sugar, vinegar and hot pepper sauce. Set aside. Pour cooking oil into a wok or large skillet and heat over medium-high heat. Stir-fry garlic and ginger root for 15 seconds.
6. Add chicken mixture; stir fry for 3 to 4 minutes or until meat is no longer pink inside. Push chicken from center of wok.
7. Stir sauce and add to center of wok.
8. Cook and stir until thick and bubbly.
9. Add green onions and peanuts and stir to coat with sauce. Cook and stir 1 to 2 minutes more or until heated through.
10. Serve over hot rice.",
1809.0,Zucchini Quiche,"['zucchini', 'onion', 'sharp cheddar cheese', 'swiss cheese', 'eggs', 'half-and-half', 'flour', 'salt', 'black pepper']","1. Saute onion in butter until golden.
2. Mix cheese with zucchini and onion.
3. Add the remaining ingredients, Mix well.
4. Pour into a 9-inch greased pie plate. (No crust needed!)
5. Bake at 350 degrees for about 30-35 minutes or until center is set.
6. Serve with a salad for a light meal.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/09/picmL6iSA.jpg"
1823.0,Bacon Biscuits,"['bacon', 'butter', 'cheddar cheese', 'flour', 'salt', 'cheese']","1. Remove rind from bacon, fry until golden on both sides, chop finely.
2. Beat butter until creamy, add egg yolk, mix well.
3. Add grated cheese, mix well.
4. Add sifted flour and salt, mix to a firm dough; wrap in plastic wrap and refrigerate 30 minutes.
5. Roll dough out on a lightly floured surface to 1/8 inch thick.
6. Cut into rounds with a 1 1/2 inch fluted cutter.
7. Put rounds on greased oven trays, sprinkle with bacon and extra cheese. Bake in moderate oven 10 - 12 minutes or until golden.
8. Allow to cool on a wire rack.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picxgIXGB.jpg"
1824.0,Egg Kichelach,"['eggs', 'vanilla', 'sugar', 'flour']","1. Beat eggs well.
2. Add oil slowly, a little at a time, while still beating.
3. Add vanilla and sugar.
4. Add half the flour and beat about 3-4 minutes.
5. Add remaining flour and combine well.
6. Drop by the teaspoon on greased cookie sheet. Bake 7 minutes at 400 degrees, t hen reduce to 375 degrees for 5 minutes.
7. Turn off oven and leave kichel in oven for 18 minutes.",
1825.0,Sugar Kichelach,"['eggs', 'salt', 'flour']","1. Beat eggs, stir in salt and oil.
2. Add flour gradually, mixing constantly, until dough is smooth.
3. Turn onto a floured board.
4. Roll 1/8\
5. ,
6. squares.
7. Dip one side of square in oil, then sugar.
8. Bake sugar-side up on ungreased baking sheet at 400 F for 6 - 8 minutes.
9. Some cookies may brown more quickly than others, so remove as ready.",
1826.0,Egg Kichelach,"['eggs', 'sugar', 'flour', 'salt']","1. Beat eggs until light and fluffy.
2. Then beat in remaining ingredients, until very smooth .
3. Drop from a teaspoon onto a greased baking sheet about 3-inches apart. Sprinkle with sugar, if desired.
4. Bake at 325 F for 15 to 20 minutes.",
1827.0,Poppy Seed Kichelach,"['eggs', 'sugar', 'flour', 'salt', 'poppy seeds']","1. Beat the eggs until light, then beat in the oil, sugar, flour and salt. Beat until very smooth.
2. Stir in the poppy seeds, if you like. Drop by the teaspoon onto a greased baking sheet, leaving about 3 inches between each.
3. (They spread and puff in baking). Bake in a 325 degree oven 15 minutes or until browned on the edges.
4. Mohn Kichlach 2 1/4 oz poppy seeds 1/2 cup oil 2 onions, diced 2 tsp. salt (I think I add more) 1/2 tsp. pepper 6 cups flour 1 tsp. baking powder 2 glasses water
5. Oven at 350 degrees Mix all ingredients.
6. Roll out flat (thinner will be crisp, thicker will be doughier, slightly chewier)..
7. Score into squares.
8. Put on a greased cookie sheet. Bake 15 minutes or until slightly brown.
9. Break into pieces.",
1832.0,Chinese Kung Pao Chicken,"['boneless skinless chicken breast', 'cornstarch', 'white pepper', 'soy sauce', 'green pepper', 'onion', 'celery', 'sliced water chestnuts', 'soy sauce', 'dry sherry', 'sugar', 'hoisin sauce', 'oyster sauce', 'roasted unsalted peanuts']","1. Cut chicken into bite size pieces.
2. Combine egg white, corn starch, pepper and soy sauce in a glass bowl.
3. Add chicken pieces mixing to coat well.
4. Cover and refrigerate 30 minutes.
5. Vegetables: Set aside prepared vegetables.
6. Sauce: Mix all sauce ingredients in a glass bowl and set aside. ) In a wok or large frying pan, stir fry the red peppers in the 1 Tbsp peanut oil over med.-high heat until the peppers are almost golden brown.
7. Add chicken mixture and stir-fry until the chicken is almost cooked through-add the vegetables and stir-fry a couple of minutes.
8. Add the sauce mixture and heat for a minute or so.
9. Serve over rice and sprinkle peanuts over each serving.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/piclUJZ9i.jpg"
1835.0,Caprese,"['tomatoes', 'mozzarella cheese', 'basil', 'salt', 'pepper', 'olive oil', 'vinegar', 'red wine']","1. Slice tomatoes in thick slices, salt and pepper.
2. Slice cheese also in similarly thick slices.
3. Arrange tomatoes and cheese on a platter, alternating and overlapping slightly.
4. Sprinkle over all with oil, then vinegar and chopped basil.
5. Let mature at room temperature for a few minutes to an hour before eating as an appetizer.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/35/picoka6Oz.jpg"
1841.0,Mushroom Alfredo,"['milk', 'parmesan cheese', 'garlic', 'parsley', 'linguine', 'fettuccine']","1. In saucepan, combine soup, milk, red pepper, cheese, garlic and parsley.
2. Bring to boil at medium heat, stirring often.
3. reduce heat and simmer for 5 mins.
4. Pour sauce over noodles and sprinkle with pepper and additional cheese if desired.
5. Notes: This is a quick-to-fix meal (takes longer to cook the fettuccine than the sauce), that will become a favourite. I usually increase the garlic to 2 plus cloves (the larger the better - but I am a garlic freak !).",
1842.0,Pork Frittata with Spicy Apples,"['potato', 'onion', 'dried sage', 'chives', 'egg', 'apples', 'butter', 'water', 'ground ginger', 'mixed spice', 'fruit chutney']","1. Boil the potato until just soft. Mash until chunks are just broken up; don
2. ,
3. ,
4. ,
5. ,
6. ,
7. ,
8. ,",
1857.0,Greek Chicken and Rice,"['chicken parts', 'butter', 'oregano', 'lemon juice', 'onion', 'tomatoes', 'long-grain white rice']","1. In a large saucepan melt butter over medium heat and add chicken.
2. Brown on all sides then remove from pan and set aside.
3. Add onion and tomato and saute until onion turns translucent.
4. Stir in oregano and lemon juice.
5. Add rice and stir well to combine and coat all grains of rice.
6. Add chicken stock, stir and return chicken to pot.
7. Bring to a boil, reduce heat and simmer, uncovered, until all surface liquid has been absorbed.
8. Cover, turn heat to very low and cook 1 hour, stirring every 15 minutes to keep rice from burning or sticking.",
1861.0,Chicken Teriyaki with Cashew Pineapple Rice,"['brown sugar', 'vinegar', 'garlic powder', 'worcestershire sauce', 'boneless chicken breast', 'cooked rice', 'crushed pineapple', 'cashew pieces']","1. Mix the first 7 ingredients and bring to a boil.
2. Cool; divide in half.
3. Use half to marinade 1-1 1/2 pounds boneless chicken breast or chicken breast tenders over night. Refrigerate other half to be used later.
4. Prepare white rice for 4 people, as instructed on bag.
5. Remove chicken from marinade and discard marinade. Grill or broil chicken while rice is cooking.
6. Stir can of crushed pineapple (drained) and about 3/4 cup of cashew pieces into cooked rice.
7. Reheat other half of marinade. Serve grilled chicken over rice mixture with sauce. Also serve any type oriental vegetables you desire (I recommend snowpeas, water chestnuts, cauliflower, broccoli and carrots.)
8. My husband isn
9. ve started serving it separate from the rice. That way I can add it but he doesn","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/61/AaGrN8mQRO1puhv1z5xG_pineapple-rice-teriyaki-chicken-8843.jpg"
1870.0,Bo-Peeps,"['sugar', 'butter', 'cornflour', 'flour', 'egg', 'baking powder']","1. Cream butter and sugar, add egg then sifted dry ingredients.
2. Roll into small balls and place on a cold greased tray.
3. Press a dent (hole) in the centre of each with your thumb and place a little raspberry jam in them.
4. Bake in moderate oven 10 - 12 minutes.
5. Cheers, Doreen Doreen Randal, Wanganui.
6. New Zealand.",
1873.0,English Muffin Bread,"['flour', 'sugar', 'baking soda', 'milk', 'water', 'salt', 'cornmeal']","1. Combine flour, yeast, sugar, salt and soda in a large bowl.
2. Heat together milk and water until very warm (120 - 130 degrees). Add dry ingredients and beat well.
3. Stir in remaining flour to make a stiff batter.
4. spoon into 2 loaf pans that have been greased and sprinkled with cornmeal.
5. Sprinkle cornmeal on top.
6. Cover and let stand in warm place for 45 minutes.
7. Bake at 400 for 25 minutes.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/73/wkK7D5FRQmNaYrFPcGmX-English-Muffin-Bread-2.JPG"
1878.0,Indian Onion Relish,"['onion', 'salt', 'lemon juice', 'paprika', 'cayenne pepper']","1. Cut onion crosswise into paper-thin rings and put rings into a bowl.
2. Add all other ingredients, toss and mix.
3. Set aside for 30 minutes or more before eating in order to let the flavors blend.",
1881.0,WW2 War Cake,"['brown sugar', 'water', 'raisins', 'margarine', 'cinnamon', 'clove', 'flour', 'salt', 'baking powder', 'baking soda', 'walnuts']","1. Place the brown sugar, water, raisins.
2. oil, cinnamon, and cloves in a heavy-bottomed saucepan and bring to a boil.
3. Cook gently for 5 minutes, then remove from the heat and let cool until the mixture is comfortably warm to your finger.
4. While the mixture is cooling, preheat t he oven to 350F.
5. Grease and flour an 8x4-inch baking pan.
6. Sift together the flour, salt, baking powder, and baking soda.
7. Add them to the cooled sugar mixture, beating until no drifts of flour are visible and the batter is smooth.
8. Stir in the walnuts.
9. Spread evenly in the baking pan and bake for 25-30 minutes, or until a broomstraw inserted in the center of the cake comes out clean.
10. Let cool in the pan for 10 minutes, then turn onto a rack to cool completely.
11. Notes: For a good glaze, even if it is a 90
12. ,
13. s sugar, a drop of vanilla, and a pinch salt. Glaze the cake while hot.","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/81/2bCS2f4YTRaI5g9gTKUw_78181_1401526856_0.jpg"
1882.0,Lazy Man's Cabbage Rolls,"['hamburger', 'head of cabbage', 'minute rice', 'mushroom', 'mozzarella cheese']","1. Brown hamburger in a skillet.
2. Shred the cabbage.
3. In a large greased casserole place a layer of shredded cabbage, then cover with browned hamburger, mushrooms and rice. Cover with remaining cabbage. Pour over spaghetti sauce. Garnish with cheese.
4. Bake at 250 degrees F until cabbage is tender and sauce is fairly well absorbed, about 2 to 2-1/2 hours.",
1883.0,Apple-Cheese Casserole,"['butter', 'granulated sugar', 'velveeta cheese', 'sharp cheddar cheese', 'all-purpose flour', 'apples']","1. Cream butter and sugar in a mixing bowl, add cheese and combine well.
2. Add flour and mix well-batter will be stiff.
3. Place apples in a buttered baking dish - about 1 1/2 quart size. Spread the cheese/flour mixture over the apples covering the apples well.
4. Bake 325: for about 30-45 minutes.
5. Serves 4-6 Jan",
